raw_description,amount,currency,direction,transaction_type,merchant_name,mcc,label,source
FASTER PAYMENT INNOTECH LTD SALARY,5183.38,GBP,credit,FPS,INNOTECH LTD,,Salary,synthetic
PAYPAL UNIVERSITY REF 27710723,462.23,GBP,debit,PAYPAL,UNIVERSITY,8299,Education,synthetic
CARD PAYMENT STARBUCKS CAMBRIDGE 97789.,9.09,GBP,debit,CARD,STARBUCKS,5814,Coffee Shops,synthetic
APPLE PAY SAINSBURY'S 3894 08SEP,22.89,GBP,debit,APPLE_PAY,SAINSBURY'S,5411,Groceries,synthetic
ATM ATM REF 31266976,357.06,GBP,debit,ATM,ATM,6010,Cash Withdrawal,synthetic
POS BP.,61.68,GBP,debit,POS,BP,5541,Fuel,synthetic
POS HARVESTER,20.23,GBP,debit,POS,HARVESTER,5814,Dining,synthetic
MASTERCARD BP,36.80,GBP,debit,CARD,BP,5542,Fuel,synthetic
CARD PAYMENT BLACK CAB  24 AUG,21.40,GBP,debit,CARD,BLACK CAB,4131,Transport,synthetic
VISA TICKETMASTER,121.90,GBP,debit,CARD,TICKETMASTER,7832,Entertainment,synthetic
CARD MURCO BIRMINGHAM 84058,87.77,GBP,debit,CARD,MURCO,5542,Fuel,sandbox
CARD PAYMENT TUI 19418 17 JAN,795.93,GBP,debit,CARD,TUI,4722,Travel,synthetic
BACS VIRGIN MEDIA PAYMENT,111.65,GBP,debit,BACS,VIRGIN MEDIA,4900,Utilities,synthetic
CARD PREZZO,83.46,GBP,debit,CARD,PREZZO,5814,Dining,synthetic
PAYPAL SKY STORE,84.48,GBP,debit,PAYPAL,SKY STORE,7832,Entertainment,synthetic
FPS PRIME HIRE LTD SALARY 14/06/2023,3858.12,GBP,credit,FPS,PRIME HIRE LTD,,Salary,synthetic
CARD PAYMENT SKY STORE MANCHESTER 21NOV,25.56,GBP,debit,CARD,SKY STORE,7832,Entertainment,synthetic
ATM CASH MACHINE LEEDS 54208,296.01,GBP,debit,ATM,CASH MACHINE,6011,Cash Withdrawal,synthetic
PAYPAL SAVE THE CHILDREN  4678,99.30,GBP,debit,PAYPAL,SAVE THE CHILDREN,8398,Charity,synthetic
APPLE PAY NETFLIX 54694 04/02/2025,5.86,GBP,debit,APPLE_PAY,NETFLIX,4899,Subscriptions,synthetic
VISA ODEON *,25.66,GBP,debit,CARD,ODEON,7832,Entertainment,synthetic
CARD PAYMENT DENTIST 65461,50.86,GBP,debit,CARD,DENTIST,8021,Healthcare,synthetic
MASTERCARD MURCO LONDON 12 JUL,128.22,GBP,debit,CARD,MURCO,5172,Fuel,synthetic
ACCOUNT FEE NATIONWIDE,38.24,GBP,debit,DD,NATIONWIDE,6012,Fees,synthetic
VISA LASTMINUTE.COM 1672 24/11/2023,422.18,GBP,debit,CARD,LASTMINUTE.COM,4722,Travel,synthetic
VISA CURRY'S 38017 25/08/2024,103.60,GBP,debit,CARD,CURRY'S,5311,Shopping,synthetic
POS TESCO EXPRESS LONDON,25.28,GBP,debit,POS,TESCO EXPRESS,5499,Groceries,synthetic
ACCOUNT FEE BARCLAYS,4.32,GBP,debit,DD,BARCLAYS,6012,Fees,synthetic
BACS COURSERA LONDON 35942,373.25,GBP,debit,BACS,COURSERA,8220,Education,synthetic
DIRECT DEBIT LV= 09/11/2025 //,142.97,GBP,debit,DD,LV=,6300,Insurance,synthetic
ACCOUNT FEE NATIONWIDE,17.02,GBP,debit,SO,NATIONWIDE,6012,Fees,synthetic
DD HALIFAX MORTGAGE  86933,538.68,GBP,debit,DD,HALIFAX MORTGAGE,6513,Rent/Mortgage,synthetic
CARD PAYMENT ALDI LEEDS,70.25,GBP,debit,CARD,ALDI,5499,Groceries,synthetic
PAYPAL BETFRED 46240 12 NOV,36.16,GBP,debit,PAYPAL,BETFRED,7999,Entertainment,synthetic
POS HAIRDRESSERS 78754 28 JAN,167.97,GBP,debit,POS,HAIRDRESSERS,7299,Other,synthetic
BACS BHF 4893,7.60,GBP,debit,BACS,BHF,8398,Charity,synthetic
OVERDRAFT FEE,34.62,GBP,debit,DD,NATIONWIDE,6051,Fees,synthetic
DD BHF ,37.70,GBP,debit,DD,BHF,8398,Charity,synthetic
BACS SALARY GLOBEX CORP 04/01/2023,2547.92,GBP,credit,BACS,GLOBEX CORP,,Salary,synthetic
STRIPE NEXT 87450 09/03/2023,9.68,GBP,debit,STRIPE,NEXT,5399,Shopping,synthetic
BACS COUNCIL TAX,37.85,GBP,debit,BACS,HM REVENUE & CUSTOMS,9211,Taxes,synthetic
CARD PAYMENT MORRISONS PETROL //,57.08,GBP,debit,CARD,MORRISONS PETROL,5541,Fuel,synthetic
BACS MONTHLY SALARY GLOBEX CORP,1209.90,GBP,credit,BACS,GLOBEX CORP,,Salary,synthetic
STANDING ORDER SCOTTISH POWER REF 73516387,91.85,GBP,debit,SO,SCOTTISH POWER,4899,Utilities,synthetic
POS JL LONDON 3331,215.06,GBP,debit,POS,JL,5691,Shopping,synthetic
CARD CURRY'S,243.32,GBP,debit,CARD,CURRY'S,5311,Shopping,synthetic
DIRECT DEBIT MORE THAN 75257 04SEP.,393.36,GBP,debit,DD,MORE THAN,5960,Insurance,synthetic
BACS AVIVA  70216,140.07,GBP,debit,BACS,AVIVA,6300,Insurance,synthetic
CARD PAYMENT TIM HORTONS REF 40554079,12.71,GBP,debit,CARD,TIM HORTONS,5814,Coffee Shops,synthetic
FPS DVLA VEHICLE TAX,347.59,GBP,debit,FPS,HMRC,9399,Taxes,synthetic
DD UDEMY NEWCASTLE,324.46,GBP,debit,DD,UDEMY,8299,Education,synthetic
CARD ZIZZI 10457,12.75,GBP,debit,CARD,ZIZZI,5812,Dining,synthetic
FPS COUNCIL TAX,402.60,GBP,debit,FPS,,9211,Taxes,synthetic
VISA GREENE KING 32541 02NOV,27.73,GBP,debit,CARD,GREENE KING,5812,Dining,synthetic
VISA TESCO EXPRESS REF 17672593,17.03,GBP,debit,CARD,TESCO EXPRESS,5499,Groceries,synthetic
PAYPAL GOOGLE STORAGE  16/07/2025,19.45,GBP,debit,PAYPAL,GOOGLE STORAGE,5968,Subscriptions,synthetic
PAYPAL TFL TRAVEL CHARGE BIRMINGHAM,32.93,GBP,debit,PAYPAL,TFL TRAVEL CHARGE,4789,Transport,synthetic
CARD COSTA CAMBRIDGE 97403,8.27,GBP,debit,CARD,COSTA,5814,Coffee Shops,synthetic
DD RENT  20260413,1622.44,GBP,debit,DD,RENT,6513,Rent/Mortgage,synthetic
APPLE PAY TESCO ,57.34,GBP,debit,APPLE_PAY,TESCO,5499,Groceries,synthetic
CARD GREENPEACE REF 68598223,34.98,GBP,debit,CARD,GREENPEACE,8398,Charity,synthetic
PAYPAL APPLE.COM/BILL 42594 21 FEB,31.82,GBP,debit,PAYPAL,APPLE.COM/BILL,5968,Subscriptions,synthetic
PAYPAL BETFRED 36107 20230328,68.95,GBP,debit,PAYPAL,BETFRED,7922,Entertainment,synthetic
CARD BLACK SHEEP COFFEE REF 18325904,5.71,GBP,debit,CARD,BLACK SHEEP COFFEE,5812,Coffee Shops,synthetic
FASTER PAYMENT TO SAVINGS,3048.19,GBP,credit,FPS,,,Transfers,synthetic
VISA DISNEY+ 5268 03/05/2025,13.36,GBP,debit,CARD,DISNEY+,5968,Subscriptions,synthetic
MASTERCARD BA REF 96024494,472.61,GBP,debit,CARD,BA,4511,Travel,synthetic
VISA NINTENDO ESHOP MANCHESTER 15/05/2023,21.12,GBP,debit,CARD,NINTENDO ESHOP,7999,Entertainment,synthetic
SQ TIM HORTONS 51100 //,15.06,GBP,debit,SQUARE,TIM HORTONS,5812,Coffee Shops,synthetic
APPLE PAY GOOGLE ONE 39473 23/12/2023.,13.00,GBP,debit,APPLE_PAY,GOOGLE ONE,5968,Subscriptions,synthetic
FPS ACME LIMITED SALARY,2716.43,GBP,credit,FPS,ACME LIMITED,,Salary,synthetic
POS STEAM 87345 09/02/2026,133.85,GBP,debit,POS,STEAM,7922,Entertainment,synthetic
ATM ATM 78194 25 MAR,236.87,GBP,debit,ATM,ATM,6011,Cash Withdrawal,synthetic
FPS TO SAVINGS REF 98150269,554.85,GBP,credit,FPS,,,Transfers,synthetic
BACS LEGAL & GENERAL ,362.08,GBP,debit,BACS,LEGAL & GENERAL,6300,Insurance,synthetic
CARD RNLI 57952,9.74,GBP,debit,CARD,RNLI,8398,Charity,synthetic
TFR TO SAVINGS ACCOUNT,3257.74,GBP,credit,TFR,,,Transfers,synthetic
CARD SKY STORE  44317,110.78,GBP,debit,CARD,SKY STORE,7832,Entertainment,synthetic
TFR TO JOINT ACCOUNT 07/11/2023,3859.73,GBP,credit,TFR,,,Transfers,synthetic
CARD CAFE LOCAL OXFORD 01 FEB,6.31,GBP,debit,CARD,CAFE LOCAL,5814,Coffee Shops,synthetic
VISA BA 99376,791.03,GBP,debit,CARD,BA,4722,Travel,synthetic
ATM ATM 74499,197.15,GBP,debit,ATM,ATM,6010,Cash Withdrawal,synthetic
PAYPAL TRANSPORT FOR LONDON LONDON 93074,28.87,GBP,debit,PAYPAL,TRANSPORT FOR LONDON,4121,Transport,synthetic
PAYPAL CURRYS,93.06,GBP,debit,PAYPAL,CURRYS,5691,Shopping,synthetic
BACS HMRC PAYMENT,369.69,GBP,debit,BACS,COUNCIL TAX,9211,Taxes,synthetic
APPLE PAY TFL LONDON 20260102,61.52,GBP,debit,APPLE_PAY,TFL,4131,Transport,synthetic
CARD PAYMENT UDEMY ,462.48,GBP,debit,CARD,UDEMY,8220,Education,synthetic
FOREIGN TRANSACTION FEE,17.38,GBP,debit,SO,,6012,Fees,synthetic
CARD PIZZA HUT 20758,63.53,GBP,debit,CARD,PIZZA HUT,5812,Dining,synthetic
CARD PAYMENT CO-OP 16299 15/06/2025,41.38,GBP,debit,CARD,CO-OP,5300,Groceries,synthetic
CARD BA REF 28969191,405.65,GBP,debit,CARD,BA,4411,Travel,synthetic
POS SPORTS DIRECT MANCHESTER 43510,208.42,GBP,debit,POS,SPORTS DIRECT,5311,Shopping,synthetic
APPLE PAY MCDONALD'S,58.05,GBP,debit,APPLE_PAY,MCDONALD'S,5812,Dining,synthetic
POS COOP 46177,82.49,GBP,debit,POS,COOP,5300,Groceries,synthetic
TFR TO SAVINGS 02OCT REF 53339075,3528.79,GBP,credit,TFR,,,Transfers,synthetic
CARD PAYMENT M&S LEEDS 21MAY,72.32,GBP,debit,CARD,M&S,5300,Groceries,synthetic
POS TEXACO 63998,27.90,GBP,debit,POS,TEXACO,5542,Fuel,synthetic
CARD SPOTIFY PREMIUM 71351,14.74,GBP,debit,CARD,SPOTIFY PREMIUM,5968,Subscriptions,synthetic
BACS JUSTGIVING REF 89948092,78.04,GBP,debit,BACS,JUSTGIVING,8398,Charity,synthetic
MASTERCARD AIRBNB 50893 01NOV //,61.32,GBP,debit,CARD,AIRBNB,4411,Travel,synthetic
PAYPAL NURSERY FEES,181.68,GBP,debit,PAYPAL,NURSERY FEES,8220,Education,synthetic
PAYPAL VUE CINEMA MANCHESTER 04NOV,112.94,GBP,debit,PAYPAL,VUE CINEMA,7999,Entertainment,synthetic
FASTER PAYMENT ACME LIMITED PAYROLL,2543.06,GBP,credit,FPS,ACME LIMITED,,Salary,synthetic
CARD DISNEY+  2327,26.88,GBP,debit,CARD,DISNEY+,5968,Subscriptions,synthetic
CARD PAYMENT ESSO 02MAY *,115.10,GBP,debit,CARD,ESSO,5541,Fuel,synthetic
LATE PAYMENT FEE,31.21,GBP,debit,SO,HSBC,6051,Fees,synthetic
POS NATIONAL RAIL LEEDS 7032,51.86,GBP,debit,POS,NATIONAL RAIL,4111,Transport,synthetic
PACKAGED ACCOUNT FEE,35.14,GBP,debit,DD,NATIONWIDE,6051,Fees,synthetic
APPLE PAY ALDI 83986.,39.82,GBP,debit,APPLE_PAY,ALDI,5300,Groceries,synthetic
VISA NOW TV ,32.57,GBP,debit,CARD,NOW TV,5734,Subscriptions,synthetic
DD KINGS COLLEGE LONDON  82355,368.30,GBP,debit,DD,KINGS COLLEGE LONDON,8299,Education,synthetic
DD PRUDENTIAL ,188.05,GBP,debit,DD,PRUDENTIAL,5960,Insurance,synthetic
PAYPAL STEAM GAMES REF 48424310,83.74,GBP,debit,PAYPAL,STEAM GAMES,7999,Entertainment,synthetic
FASTER PAYMENT HALCYON GROUP PAYROLL REF 37954684,2898.89,GBP,credit,FPS,HALCYON GROUP,,Salary,synthetic
CARD JET MANCHESTER 38632,33.46,GBP,debit,CARD,JET,5541,Fuel,synthetic
VISA ZIZZI 78274 20260316,19.50,GBP,debit,CARD,ZIZZI,5814,Dining,synthetic
CARD BUPA MANCHESTER.,38.09,GBP,debit,CARD,BUPA,8049,Healthcare,synthetic
CARD HARVESTER REF 60142505,26.31,GBP,debit,CARD,HARVESTER,5814,Dining,synthetic
ATM ATM LONDON 17APR,232.47,GBP,debit,ATM,ATM,6011,Cash Withdrawal,synthetic
MASTERCARD JET2  72230,175.20,GBP,debit,CARD,JET2,4722,Travel,synthetic
APPLE PAY CAFFE NERO  35960,12.11,GBP,debit,APPLE_PAY,CAFFE NERO,5812,Coffee Shops,synthetic
CARD MACMILLAN REF 75775327,54.63,GBP,debit,CARD,MACMILLAN,8398,Charity,synthetic
BACS BLUEFIN SOLUTIONS PAYROLL,2132.35,GBP,credit,BACS,BLUEFIN SOLUTIONS,,Salary,synthetic
VISA WAITROSE BIRMINGHAM 48064,82.61,GBP,debit,CARD,WAITROSE,5300,Groceries,synthetic
CARD PAYMENT DRY CLEANERS LONDON 08/12/2023,192.14,GBP,debit,CARD,DRY CLEANERS,7299,Other,synthetic
DD SPECSAVERS REF 97924151,149.82,GBP,debit,DD,SPECSAVERS,5912,Healthcare,synthetic
VISA ASDA LONDON,48.47,GBP,debit,CARD,ASDA,5411,Groceries,synthetic
DD SKY BROADBAND REF 10410356,95.78,GBP,debit,DD,SKY BROADBAND,4814,Utilities,synthetic
BACS MONTHLY SALARY HALCYON GROUP,1745.88,GBP,credit,BACS,HALCYON GROUP,,Salary,synthetic
BACS SSE,250.87,GBP,debit,BACS,SSE,4812,Utilities,synthetic
FASTER PAYMENT PRIME HIRE LTD PAYROLL,5129.93,GBP,credit,FPS,PRIME HIRE LTD,,Salary,sandbox
CASH WITHDRAWAL FEE,24.14,GBP,debit,SO,BARCLAYS,6051,Fees,synthetic
APPLE PAY TESCO LONDON 75565,13.31,GBP,debit,APPLE_PAY,TESCO,5499,Groceries,synthetic
TFR TO SAVINGS ACCOUNT,1044.50,GBP,credit,TFR,,,Transfers,synthetic
FOREIGN TRANSACTION FEE,25.12,GBP,debit,SO,LLOYDS,6051,Fees,synthetic
FPS ALEX TAYLOR 55-66-77 11223344 RENT JULY,959.44,GBP,debit,BACS,NATIONWIDE MORTGAGE,9399,Rent/Mortgage,synthetic
CARD BRITISH HEART FOUNDATION ,2.15,GBP,debit,CARD,BRITISH HEART FOUNDATION,8398,Charity,synthetic
CARD PAYMENT SPOTIFY PREMIUM  39338,18.68,GBP,debit,CARD,SPOTIFY PREMIUM,4899,Subscriptions,sandbox
CARD JD SPORTS,162.57,GBP,debit,CARD,JD SPORTS,5691,Shopping,synthetic
DD DVLA VEHICLE TAX,343.89,GBP,debit,DD,,9399,Taxes,synthetic
CARD COOP LONDON,20.83,GBP,debit,CARD,COOP,5300,Groceries,synthetic
BACS NHS 25363,21.88,GBP,debit,BACS,NHS,8011,Healthcare,synthetic
CARD JUSTGIVING,84.30,GBP,debit,CARD,JUSTGIVING,8398,Charity,synthetic
DD SUPERDRUG 92242,40.77,GBP,debit,DD,SUPERDRUG,8049,Healthcare,synthetic
BACS PASSPORT OFFICE LONDON,70.08,GBP,debit,BACS,PASSPORT OFFICE,7299,Other,synthetic
APPLE PAY ADOBE 60498,21.61,GBP,debit,APPLE_PAY,ADOBE,5968,Subscriptions,synthetic
POS SKY STORE 25146 20250113,117.93,GBP,debit,POS,SKY STORE,7832,Entertainment,synthetic
DD BRITISH GAS REF 60636474,221.77,GBP,debit,DD,BRITISH GAS,4812,Utilities,synthetic
PACKAGED ACCOUNT FEE,39.15,GBP,debit,SO,NATIONWIDE,6051,Fees,synthetic
TRANSFER TO SAVINGS 20260122,4510.80,GBP,credit,TFR,,,Transfers,synthetic
SO AVIVA,223.06,GBP,debit,SO,AVIVA,6300,Insurance,synthetic
VISA TRAVELODGE,232.78,GBP,debit,CARD,TRAVELODGE,4411,Travel,synthetic
PAYPAL EXPEDIA 86554 20260412,254.62,GBP,debit,PAYPAL,EXPEDIA,4411,Travel,synthetic
CARD TRAINLINE REF 88813775,74.40,GBP,debit,CARD,TRAINLINE,4131,Transport,synthetic
CARD EASYJET HEATHROW 81267,699.72,GBP,debit,CARD,EASYJET,4411,Travel,synthetic
BACS SALARY ACME LTD,5274.08,GBP,credit,BACS,ACME LTD,,Salary,synthetic
VISA MURCO 32540,36.10,GBP,debit,CARD,MURCO,5542,Fuel,synthetic
FPS ACME LIMITED SALARY,4443.15,GBP,credit,FPS,ACME LIMITED,,Salary,synthetic
PAYPAL TRANSPORT FOR LONDON BIRMINGHAM 37952,30.07,GBP,debit,PAYPAL,TRANSPORT FOR LONDON,4131,Transport,synthetic
SO PRUDENTIAL 51673,320.85,GBP,debit,SO,PRUDENTIAL,6300,Insurance,synthetic
BACS BOOTS PHARMACY,132.29,GBP,debit,BACS,BOOTS PHARMACY,8049,Healthcare,synthetic
DIRECT DEBIT O2 PAYMENT,30.12,GBP,debit,DD,O2,4899,Utilities,synthetic
POS FIVE GUYS 39224.,81.45,GBP,debit,POS,FIVE GUYS,5814,Dining,synthetic
ATM ATM 91622.,191.95,GBP,debit,ATM,ATM,6011,Cash Withdrawal,synthetic
FOREIGN TRANSACTION FEE,3.53,GBP,debit,SO,HSBC,6012,Fees,synthetic
SO O2 PAYMENT,27.69,GBP,debit,SO,O2,4899,Utilities,synthetic
CARD MACMILLAN  76308,26.27,GBP,debit,CARD,MACMILLAN,8398,Charity,synthetic
BACS LV 19/11/2025.,205.92,GBP,debit,BACS,LV,5960,Insurance,synthetic
BACS SELF ASSESSMENT TAX,304.70,GBP,debit,BACS,HMRC,9399,Taxes,synthetic
STRIPE ZARA,45.27,GBP,debit,STRIPE,ZARA,5310,Shopping,synthetic
CARD PAYMENT GREENPEACE REF 43982285,32.85,GBP,debit,CARD,GREENPEACE,8398,Charity,synthetic
CARD EXPEDIA 24279 24MAR,842.25,GBP,debit,CARD,EXPEDIA,4411,Travel,synthetic
BACS MORTGAGE PAYMENT REF 68096255,2472.24,GBP,debit,BACS,MORTGAGE PAYMENT,6513,Rent/Mortgage,synthetic
DIRECT DEBIT RENT ,896.55,GBP,debit,DD,RENT,6513,Rent/Mortgage,synthetic
CARD PAYMENT WAGAMAMA EDINBURGH 23SEP,60.52,GBP,debit,CARD,WAGAMAMA,5812,Dining,synthetic
BACS DENTAL,117.50,GBP,debit,BACS,DENTAL,8021,Healthcare,synthetic
MASTERCARD MORRISONS PETROL MANCHESTER 04NOV,117.22,GBP,debit,CARD,MORRISONS PETROL,5541,Fuel,synthetic
STRIPE PRIMARK,73.00,GBP,debit,STRIPE,PRIMARK,5311,Shopping,synthetic
DD SELF ASSESSMENT TAX,97.33,GBP,debit,DD,DVLA,9211,Taxes,synthetic
FASTER PAYMENT FROM CURRENT ACCOUNT,2605.60,GBP,credit,FPS,,,Transfers,synthetic
BACS PASSPORT OFFICE REF 86235681,107.94,GBP,debit,BACS,PASSPORT OFFICE,7299,Other,synthetic
CARD JD SPORTS LONDON,113.88,GBP,debit,CARD,JD SPORTS,5399,Shopping,synthetic
DD UDEMY  16399,95.31,GBP,debit,DD,UDEMY,8299,Education,synthetic
STANDING ORDER HALIFAX MORTGAGE REF 78509660,1101.57,GBP,debit,SO,HALIFAX MORTGAGE,9399,Rent/Mortgage,synthetic
CARD ESSO //,120.89,GBP,debit,CARD,ESSO,5172,Fuel,synthetic
PAYPAL UNIVERSITY  54623,397.49,GBP,debit,PAYPAL,UNIVERSITY,8220,Education,synthetic
BANK TRANSFER BETWEEN ACCOUNTS,1408.02,GBP,credit,TFR,,,Transfers,synthetic
DD DIRECT LINE 35017,240.23,GBP,debit,DD,DIRECT LINE,5960,Insurance,synthetic
STRIPE ZARA MANCHESTER 06SEP,167.80,GBP,debit,STRIPE,ZARA,5311,Shopping,synthetic
VISA BURGER KING,49.46,GBP,debit,CARD,BURGER KING,5812,Dining,synthetic
CASH WITHDRAWAL ATM 98009.,167.03,GBP,debit,ATM,ATM,6011,Cash Withdrawal,synthetic
CARD PAYMENT BP REF 85914700,100.92,GBP,debit,CARD,BP,5542,Fuel,synthetic
CARD AMZN 73055,73.40,GBP,debit,CARD,AMZN,5691,Shopping,synthetic
MONTHLY ACCOUNT FEE,44.29,GBP,debit,SO,NATIONWIDE,6012,Fees,synthetic
LINK ATM LINK ATM,282.08,GBP,debit,ATM,LINK ATM,6010,Cash Withdrawal,synthetic
CARD PAYMENT OPEN UNIVERSITY  17421,253.94,GBP,debit,CARD,OPEN UNIVERSITY,8299,Education,synthetic
POS BOOTS PHARMACY MANCHESTER,86.30,GBP,debit,POS,BOOTS PHARMACY,8049,Healthcare,synthetic
CARD PASSPORT OFFICE LONDON 20261116,108.75,GBP,debit,CARD,PASSPORT OFFICE,7299,Other,synthetic
BACS HM REVENUE & CUSTOMS,228.32,GBP,debit,BACS,DVLA,9399,Taxes,synthetic
CARD SPOTIFY 74323,28.40,GBP,debit,CARD,SPOTIFY,4899,Subscriptions,synthetic
POS TRANSPORT FOR LONDON  20230315,41.60,GBP,debit,POS,TRANSPORT FOR LONDON,4789,Transport,synthetic
APPLE PAY DROPBOX REF 13074304,23.03,GBP,debit,APPLE_PAY,DROPBOX,5968,Subscriptions,synthetic
FPS TO SAVINGS,358.00,GBP,credit,FPS,,,Transfers,synthetic
SO LV= 171 20230616,119.53,GBP,debit,SO,LV=,5960,Insurance,synthetic
CARD PAYMENT BLACK SHEEP COFFEE 86656 13APR,14.70,GBP,debit,CARD,BLACK SHEEP COFFEE,5814,Coffee Shops,synthetic
CARD PAYMENT UBER TRIP REF 97824468 //,36.37,GBP,debit,CARD,UBER TRIP,4111,Transport,synthetic
CARD RED CROSS 8961 20230602,52.06,GBP,debit,CARD,RED CROSS,8398,Charity,synthetic
VISA GREGGS REF 61215153,12.69,GBP,debit,CARD,GREGGS,5812,Coffee Shops,synthetic
STANDING ORDER L&Q 45364,1665.81,GBP,debit,SO,L&Q,9399,Rent/Mortgage,synthetic
POS ROYAL MAIL  25 NOV,110.58,GBP,debit,POS,ROYAL MAIL,7299,Other,synthetic
STANDING ORDER BT GROUP PAYMENT,149.04,GBP,debit,SO,BT GROUP,4900,Utilities,synthetic
SQ PRET A MANGER 86723,14.90,GBP,debit,SQUARE,PRET A MANGER,5812,Coffee Shops,synthetic
FPS HM REVENUE & CUSTOMS,199.26,GBP,debit,FPS,DVLA,9399,Taxes,synthetic
APPLE PAY WETHERSPOONS CARDIFF 10618 //,45.97,GBP,debit,APPLE_PAY,WETHERSPOONS,5814,Dining,synthetic
PAYPAL TFL 34236,44.16,GBP,debit,PAYPAL,TFL,4121,Transport,synthetic
POS DENTAL,52.70,GBP,debit,POS,DENTAL,8011,Healthcare,synthetic
DD HM REVENUE & CUSTOMS,412.00,GBP,debit,DD,HMRC,9211,Taxes,synthetic
DIRECT DEBIT LANDLORD REF 37344860,463.18,GBP,debit,DD,LANDLORD,9399,Rent/Mortgage,synthetic
DD COURSERA REF 36330288 *,100.74,GBP,debit,DD,COURSERA,8220,Education,synthetic
ACCOUNT FEE ,32.57,GBP,debit,DD,,6012,Fees,synthetic
BACS HMRC PAYMENT,463.22,GBP,debit,BACS,,9399,Taxes,synthetic
DD AGE UK,34.13,GBP,debit,DD,AGE UK,8398,Charity,synthetic
ATM ATM REF 11586540,26.06,GBP,debit,ATM,ATM,6011,Cash Withdrawal,synthetic
CARD H&M REF 39064063,224.35,GBP,debit,CARD,H&M,5691,Shopping,synthetic
TFR TO JOINT ACCOUNT 24/06/2023 REF 84129978,344.25,GBP,credit,TFR,,,Transfers,synthetic
DD L&Q  92007,1288.70,GBP,debit,DD,L&Q,9399,Rent/Mortgage,sandbox
CARD ZARA,44.46,GBP,debit,CARD,ZARA,5691,Shopping,synthetic
DD SCOTTISH POWER PAYMENT,238.55,GBP,debit,DD,SCOTTISH POWER,4899,Utilities,synthetic
POS IKEA,98.84,GBP,debit,POS,IKEA,5310,Shopping,synthetic
BACS SUPERDRUG  15 DEC,96.93,GBP,debit,BACS,SUPERDRUG,8021,Healthcare,sandbox
PAYPAL TRANSPORT FOR LONDON REF 61561575,18.35,GBP,debit,PAYPAL,TRANSPORT FOR LONDON,4111,Transport,synthetic
FPS SELF ASSESSMENT TAX,402.76,GBP,debit,FPS,DVLA,9211,Taxes,synthetic
POS TESCO EXPRESS LEEDS,116.34,GBP,debit,POS,TESCO EXPRESS,5411,Groceries,synthetic
SO OCTOPUS ENERGY REF 55297384,282.57,GBP,debit,SO,OCTOPUS ENERGY,4900,Utilities,synthetic
CARD MORRISONS ,60.81,GBP,debit,CARD,MORRISONS,5300,Groceries,synthetic
FPS SELF ASSESSMENT TAX,453.98,GBP,debit,FPS,HMRC,9399,Taxes,synthetic
POS GOV.UK REF 59425988 *,108.74,GBP,debit,POS,GOV.UK,7299,Other,synthetic
APPLE PAY TFL,55.91,GBP,debit,APPLE_PAY,TFL,4131,Transport,synthetic
CASH WITHDRAWAL ATM,325.56,GBP,debit,ATM,ATM,6010,Cash Withdrawal,synthetic
PAYPAL DISNEY+ 97494 20240408,23.67,GBP,debit,PAYPAL,DISNEY+,5968,Subscriptions,synthetic
BACS ACME LIMITED PAYROLL,2898.71,GBP,credit,BACS,ACME LIMITED,,Salary,synthetic
FASTER PAYMENT TO SAVINGS 24 JAN REF 59784981,4719.45,GBP,credit,FPS,,,Transfers,synthetic
BACS HAIRDRESSERS LONDON 68463.,92.44,GBP,debit,BACS,HAIRDRESSERS,7299,Other,synthetic
GOOGLE PAY ALDI REF 30695604,51.74,GBP,debit,GOOGLE_PAY,ALDI,5300,Groceries,synthetic
CARD PAYMENT WAITROSE BIRMINGHAM 11SEP,117.75,GBP,debit,CARD,WAITROSE,5411,Groceries,synthetic
APPLE PAY CAFFE NERO 97828 05 MAR,10.55,GBP,debit,APPLE_PAY,CAFFE NERO,5814,Coffee Shops,synthetic
SO ADMIRAL,155.37,GBP,debit,SO,ADMIRAL,6300,Insurance,synthetic
CARD PAYMENT TESCO LONDON,15.03,GBP,debit,CARD,TESCO,5300,Groceries,synthetic
BACS NHS PRESCRIPTION 35535,28.93,GBP,debit,BACS,NHS PRESCRIPTION,5912,Healthcare,synthetic
POS SANTANDER CYCLES MANCHESTER 16529,11.31,GBP,debit,POS,SANTANDER CYCLES,4121,Transport,synthetic
CARD PAYMENT SPOTIFY PREMIUM ,29.20,GBP,debit,CARD,SPOTIFY PREMIUM,5968,Subscriptions,synthetic
STANDING ORDER LV= ,78.96,GBP,debit,SO,LV=,6300,Insurance,sandbox
PAYPAL NATIONAL RAIL,57.92,GBP,debit,PAYPAL,NATIONAL RAIL,4789,Transport,synthetic
FASTER PAYMENT HALCYON GROUP PAYROLL REF 36141770,2142.13,GBP,credit,FPS,HALCYON GROUP,,Salary,synthetic
POS ASDA PETROL LONDON //,24.30,GBP,debit,POS,ASDA PETROL,5542,Fuel,synthetic
FPS HMRC PAYMENT,66.25,GBP,debit,FPS,COUNCIL TAX,9211,Taxes,synthetic
STANDING ORDER BT,287.76,GBP,debit,SO,BT,4899,Utilities,synthetic
MONTHLY ACCOUNT FEE,20.31,GBP,debit,DD,,6012,Fees,synthetic
BACS SAM WILSON 11-22-33 44556677 RENT JUNE,1917.00,GBP,debit,BACS,NATIONWIDE MORTGAGE,6513,Rent/Mortgage,synthetic
